variant_id,expression,lookback,z_window,entry_z,min_corr,short_stop,cost2_net_simple_return,cost2_maximum_drawdown,cost2_positive_months,cost2_negative_months,cost2_inactive_months,cost2_recent12_positive_months,cost2_recent12_net,cost2_active_pair_days,cost2_short_stop_hits,cost2_top5_positive_day_share,cost2_2019_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_positive_months,cost10_negative_months,cost10_inactive_months,cost10_recent12_positive_months,cost10_recent12_net,cost10_active_pair_days,cost10_short_stop_hits,cost10_top5_positive_day_share,cost10_2019_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
pair_IWM_SPY__r20__zw126__z1__corr0.7__stop4,pair_IWM_SPY,20,126,1.0,0.7,0.04,-0.34481094799977663,0.39238955315887747,26,44,18,9,0.029829966049611495,574,8,0.08946560197554357,-0.2655943186542705,-0.09756540027936803,0.01834877093386189,-0.2655943186542705,-1.2632109479997768,1.2636305654158144,6,64,18,2,-0.12217003395038853,574,8,0.14792841566485787,-0.6719943186542706,-0.33596540027936805,-0.2552512290661381,-0.6719943186542706
pair_XLY_XLP__r20__zw126__z1__corr0.7__stop4,pair_XLY_XLP,20,126,1.0,0.7,0.04,-0.16967382790173646,0.16967382790173668,5,8,75,0,0.0,86,6,0.48366823831093314,-0.13841931854407466,-0.03125450935766182,0.0,-0.13841931854407466,-0.30727382790173646,0.30727382790173663,1,12,75,0,0.0,86,6,0.5876491914149078,-0.2664193185440747,-0.040854509357661814,0.0,-0.2664193185440747
pair_XLE_USO__r20__zw126__z1__corr0.7__stop4,pair_XLE_USO,20,126,1.0,0.7,0.04,0.05600411161968007,0.0867949773997374,13,9,66,3,0.00010401072173329279,134,7,0.3319486141484807,0.022584147696777954,0.03331595320116881,0.00010401072173329973,0.00010401072173329973,-0.15839588838031995,0.17850957787619798,8,14,66,2,-0.0366959892782667,134,7,0.3915596834977263,-0.030215852303222074,-0.09148404679883117,-0.0366959892782667,-0.09148404679883117
pair_TLT_SHY__r20__zw126__z1__corr0.7__stop4,pair_TLT_SHY,20,126,1.0,0.7,0.04,0.019017917889678906,0.04580374915182388,5,12,71,0,0.0,144,1,0.46972541851401,0.04562703998686482,-0.0029999617883826536,-0.023609160308803275,-0.023609160308803275,-0.2113820821103211,0.21138208211032128,2,15,71,0,0.0,144,1,0.6424483072514459,-0.09357296001313518,-0.007799961788382654,-0.11000916030880327,-0.11000916030880327
equal_active_pairs__r20__zw126__z1__corr0.7__stop4,equal_active_pairs,20,126,1.0,0.7,0.04,-0.5402578552829576,0.5544984634532388,25,56,7,6,-0.019326355607644317,2192,41,0.040142872321769704,-0.25652578931991243,-0.16378888260849864,-0.11994318335454655,-0.25652578931991243,-2.626657855282958,2.6266578552829354,2,79,7,0,-0.3361263556076443,2192,41,0.06994569127126492,-1.0229257893199124,-0.7669888826084987,-0.8367431833545467,-1.0229257893199124
largest_dislocation_pair__r20__zw126__z1__corr0.7__stop4,largest_dislocation_pair,20,126,1.0,0.7,0.04,-0.3996239428347893,0.43549102126497796,37,44,7,8,0.0008276560839940075,1304,13,0.08626638463693996,-0.12374427870782684,-0.1761995425395828,-0.09968012158737956,-0.1761995425395828,-2.4860239428347897,2.4860239428347577,3,78,7,0,-0.315972343916006,1304,13,0.1403757244654926,-0.8901442787078271,-0.7793995425395829,-0.8164801215873795,-0.8901442787078271
pair_QQQ_SPY__r20__zw126__z1.5__corr0.5__stop2,pair_QQQ_SPY,20,126,1.5,0.5,0.02,-0.12251151500366195,0.12532706158520482,21,28,39,4,-0.007234580421045576,321,20,0.13332008635987774,-0.01613128797789535,-0.05379614366945582,-0.052584083356310804,-0.05379614366945582,-0.636111515003662,0.6361115150036617,5,44,39,0,-0.07763458042104558,321,20,0.2488119621082472,-0.18093128797789534,-0.18499614366945583,-0.27018408335631083,-0.27018408335631083
pair_SMH_XLK__r20__zw126__z1.5__corr0.5__stop2,pair_SMH_XLK,20,126,1.5,0.5,0.02,0.11550099977764758,0.048017177363516864,32,17,39,5,0.005667927718031489,288,37,0.1501201988464725,0.044587822469961444,0.07945841988971097,-0.008545242582024815,-0.008545242582024815,-0.3452990002223524,0.35905539773117434,15,34,39,3,-0.07113207228196852,288,37,0.21254329289305499,-0.10741217753003857,-0.03254158011028903,-0.2053452425820248,-0.2053452425820248
pair_IWM_SPY__r20__zw126__z1.5__corr0.5__stop2,pair_IWM_SPY,20,126,1.5,0.5,0.02,-0.2935459444201146,0.32592477551478904,20,26,42,5,0.010595479708935008,270,27,0.15462523650940366,-0.1763538853088289,-0.07011925868636458,-0.0470728004249211,-0.1763538853088289,-0.7255459444201147,0.729635952851651,3,43,42,1,-0.05500452029106499,270,27,0.2339096471450412,-0.365153885308829,-0.1933192586863646,-0.1670728004249211,-0.365153885308829
pair_XLY_XLP__r20__zw126__z1.5__corr0.5__stop2,pair_XLY_XLP,20,126,1.5,0.5,0.02,-0.08813450968996277,0.09772261958732585,6,10,72,0,0.0,113,17,0.37031193393978185,-0.03024452837239336,-0.057889981317569394,0.0,-0.057889981317569394,-0.2689345096899628,0.2717821472368449,1,15,72,0,0.0,113,17,0.4691158271527069,-0.15344452837239336,-0.11548998131756939,0.0,-0.15344452837239336
pair_XLE_USO__r20__zw126__z1.5__corr0.5__stop2,pair_XLE_USO,20,126,1.5,0.5,0.02,0.016444510682756576,0.24440118128123517,32,18,38,5,-0.027299410249812722,260,54,0.17425072114236712,0.006661673942587376,-0.0067992175623784595,0.01658205430254764,-0.0067992175623784595,-0.39955548931724355,0.4771807266799599,25,25,38,3,-0.07049941024981274,260,54,0.2060849790790811,-0.14213832605741267,-0.15239921756237848,-0.10501794569745235,-0.15239921756237848
pair_TLT_SHY__r20__zw126__z1.5__corr0.5__stop2,pair_TLT_SHY,20,126,1.5,0.5,0.02,-0.0014705752890063276,0.07817426008607099,19,24,45,5,0.0036161108222876616,260,4,0.2735132305642655,0.05086333110067889,-0.05662589554414913,0.004291989154463903,-0.05662589554414913,-0.4174705752890064,0.42446924772935973,7,36,45,2,-0.03158388917771234,260,4,0.3988045848884232,-0.05953666889932113,-0.25822589554414915,-0.09970801084553611,-0.25822589554414915
equal_active_pairs__r20__zw126__z1.5__corr0.5__stop2,equal_active_pairs,20,126,1.5,0.5,0.02,-0.2931941335344693,0.31771952225509853,42,39,7,6,-0.021592683454271046,1512,159,0.07383092909043223,-0.1555905104473181,-0.050445934429090115,-0.08715768865806112,-0.1555905104473181,-1.8227941335344693,1.818131000636092,9,72,7,1,-0.23599268345427105,1512,159,0.1161360167973083,-0.6819905104473182,-0.5368459344290901,-0.6039576886580611,-0.6819905104473182
largest_dislocation_pair__r20__zw126__z1.5__corr0.5__stop2,largest_dislocation_pair,20,126,1.5,0.5,0.02,-0.2573178936169199,0.36735969244661554,38,43,7,7,-0.033029990556985495,956,90,0.10563670354680703,-0.09302471672921728,-0.07424341361108487,-0.09004976327661779,-0.09302471672921728,-1.7869178936169203,1.7963487443193837,8,73,7,1,-0.2474299905569855,956,90,0.15150158359114052,-0.6194247167292173,-0.5606434136110849,-0.6068497632766179,-0.6194247167292173
pair_QQQ_SPY__r20__zw126__z1.5__corr0.5__stop4,pair_QQQ_SPY,20,126,1.5,0.5,0.04,-0.12070239299103233,0.12351900555904845,21,28,39,4,-0.007234580421045576,321,3,0.1278166338415176,-0.036412231762596586,-0.043775125001390705,-0.04051503622704506,-0.043775125001390705,-0.6343023929910323,0.6343023929910321,6,43,39,0,-0.07763458042104558,321,3,0.23875731495573804,-0.2012122317625966,-0.17497512500139067,-0.25811503622704507,-0.25811503622704507
pair_SMH_XLK__r20__zw126__z1.5__corr0.5__stop4,pair_SMH_XLK,20,126,1.5,0.5,0.04,0.03367884949623838,0.04129093991503058,29,20,39,5,0.01495452148534664,288,8,0.12291381621904474,0.011172211199250184,0.023797522607336342,-0.0012908843103481213,-0.0012908843103481213,-0.42712115050376165,0.4342388243151786,13,36,39,3,-0.06184547851465336,288,8,0.1754199624384033,-0.14082778880074984,-0.08820247739266365,-0.19809088431034813,-0.19809088431034813
pair_IWM_SPY__r20__zw126__z1.5__corr0.5__stop4,pair_IWM_SPY,20,126,1.5,0.5,0.04,-0.314482104096933,0.34648479334589366,20,26,42,5,0.010595479708935008,270,7,0.17838379394771126,-0.21797200027672076,-0.07120360096911617,-0.025306502851096,-0.21797200027672076,-0.7464821040969329,0.7505693828670653,3,43,42,1,-0.05500452029106499,270,7,0.2830555677742566,-0.4067720002767208,-0.19440360096911619,-0.145306502851096,-0.4067720002767208
pair_XLY_XLP__r20__zw126__z1.5__corr0.5__stop4,pair_XLY_XLP,20,126,1.5,0.5,0.04,-0.14124929182258777,0.15060528924361116,5,11,72,0,0.0,113,6,0.37031193393978185,-0.09289064155048923,-0.04835865027209855,0.0,-0.09289064155048923,-0.3220492918225878,0.3248443231780218,1,15,72,0,0.0,113,6,0.4691158271527069,-0.21609064155048927,-0.10595865027209855,0.0,-0.21609064155048927
pair_XLE_USO__r20__zw126__z1.5__corr0.5__stop4,pair_XLE_USO,20,126,1.5,0.5,0.04,0.009333928339579314,0.22905257911581767,31,19,38,6,0.03201653269302529,260,17,0.1876588094236992,-0.06532571660406439,-0.0012383523017420062,0.07589799724538565,-0.06532571660406439,-0.4066660716604208,0.4770154606323567,22,28,38,3,-0.011183467306974714,260,17,0.22136332563721892,-0.21412571660406446,-0.14683835230174203,-0.04570200275461435,-0.21412571660406446
pair_TLT_SHY__r20__zw126__z1.5__corr0.5__stop4,pair_TLT_SHY,20,126,1.5,0.5,0.04,0.01341581371840854,0.0803864487061826,19,24,45,5,0.0036161108222876616,260,0,0.27057456997286433,0.06963539911768318,-0.06051157455373857,0.004291989154463903,-0.06051157455373857,-0.4025841862815915,0.4176126958280852,7,36,45,2,-0.03158388917771234,260,0,0.39456735077949184,-0.04076460088231683,-0.2621115745537386,-0.09970801084553611,-0.2621115745537386
equal_active_pairs__r20__zw126__z1.5__corr0.5__stop4,equal_active_pairs,20,126,1.5,0.5,0.04,-0.3529909171664536,0.39341801379491276,37,44,7,5,-0.0017724595031821761,1512,41,0.086795853910606,-0.21016546620707932,-0.08242700889700177,-0.060398442062372444,-0.21016546620707932,-1.8825909171664537,1.8775888898379784,8,73,7,1,-0.2161724595031822,1512,41,0.13716521537640303,-0.7365654662070794,-0.5688270088970018,-0.5771984420623725,-0.7365654662070794
largest_dislocation_pair__r20__zw126__z1.5__corr0.5__stop4,largest_dislocation_pair,20,126,1.5,0.5,0.04,-0.30494687129219494,0.40798780814354935,37,44,7,8,0.022003539407423334,956,21,0.11492210545771858,-0.17721051625336648,-0.1176664024054122,-0.010069952633416219,-0.17721051625336648,-1.8345468712921953,1.8555092053824953,8,73,7,1,-0.1923964605925767,956,21,0.16430639082014872,-0.7036105162533667,-0.6040664024054123,-0.5268699526334162,-0.7036105162533667
pair_QQQ_SPY__r20__zw126__z1.5__corr0.7__stop2,pair_QQQ_SPY,20,126,1.5,0.7,0.02,-0.12251151500366195,0.12532706158520482,21,28,39,4,-0.007234580421045576,321,20,0.13332008635987774,-0.01613128797789535,-0.05379614366945582,-0.052584083356310804,-0.05379614366945582,-0.636111515003662,0.6361115150036617,5,44,39,0,-0.07763458042104558,321,20,0.2488119621082472,-0.18093128797789534,-0.18499614366945583,-0.27018408335631083,-0.27018408335631083
pair_SMH_XLK__r20__zw126__z1.5__corr0.7__stop2,pair_SMH_XLK,20,126,1.5,0.7,0.02,0.11550099977764758,0.048017177363516864,32,17,39,5,0.005667927718031489,288,37,0.1501201988464725,0.044587822469961444,0.07945841988971097,-0.008545242582024815,-0.008545242582024815,-0.3452990002223524,0.35905539773117434,15,34,39,3,-0.07113207228196852,288,37,0.21254329289305499,-0.10741217753003857,-0.03254158011028903,-0.2053452425820248,-0.2053452425820248
pair_IWM_SPY__r20__zw126__z1.5__corr0.7__stop2,pair_IWM_SPY,20,126,1.5,0.7,0.02,-0.24202322865988826,0.2753277237589179,20,24,44,5,0.010595479708935008,252,21,0.16414027729974662,-0.1763538853088289,-0.07011925868636458,0.004449915335305238,-0.1763538853088289,-0.6452232286598883,0.6493237095859246,3,41,44,1,-0.05500452029106499,252,21,0.2501907366008754,-0.365153885308829,-0.1933192586863646,-0.08675008466469476,-0.365153885308829
pair_XLY_XLP__r20__zw126__z1.5__corr0.7__stop2,pair_XLY_XLP,20,126,1.5,0.7,0.02,-0.061974596222791625,0.07021800460083968,4,5,79,0,0.0,55,14,0.6371035893763968,-0.023172981810082538,-0.03880161441270909,0.0,-0.03880161441270909,-0.14997459622279163,0.14997459622279175,0,9,79,0,0.0,55,14,0.7281769822777392,-0.10317298181008255,-0.046801614412709094,0.0,-0.10317298181008255
pair_XLE_USO__r20__zw126__z1.5__corr0.7__stop2,pair_XLE_USO,20,126,1.5,0.7,0.02,0.14135650873239203,0.029143128805146728,13,5,70,3,0.008939568352307442,64,11,0.4923022852213804,0.10321720392483807,0.02919973645524652,0.008939568352307444,0.008939568352307444,0.03895650873239202,0.052989919498983046,9,9,70,2,-0.008660431647692557,64,11,0.5635250785434956,0.06801720392483805,-0.020400263544753477,-0.008660431647692557,-0.020400263544753477
pair_TLT_SHY__r20__zw126__z1.5__corr0.7__stop2,pair_TLT_SHY,20,126,1.5,0.7,0.02,0.08028980628444687,0.03158895089907434,6,6,76,0,0.0,76,2,0.5938889989513357,0.06751709723078665,-0.00449725025742429,0.017269959311084503,-0.00449725025742429,-0.04131019371555314,0.08024368081959285,3,9,76,0,0.0,76,2,0.7456475426953646,-0.0028829027692133524,-0.0076972502574242894,-0.0307300406889155,-0.0307300406889155
equal_active_pairs__r20__zw126__z1.5__corr0.7__stop2,equal_active_pairs,20,126,1.5,0.7,0.02,-0.15125136157811242,0.20114662792311494,33,43,12,7,0.01988171453035067,1056,105,0.07763629243922822,-0.09017688218960848,-0.04804569284688068,-0.013028786541623292,-0.09017688218960848,-1.4328513615781127,1.430398204291229,10,66,12,2,-0.17211828546964936,1056,105,0.12736752041582217,-0.5669768821896085,-0.3952456928468807,-0.4706287865416233,-0.5669768821896085
largest_dislocation_pair__r20__zw126__z1.5__corr0.7__stop2,largest_dislocation_pair,20,126,1.5,0.7,0.02,-0.08340151555130881,0.18024005666520962,35,41,12,8,0.01857739547368915,801,57,0.13253469595691195,-0.01658236603509039,-0.044009057625480824,-0.022810091890737606,-0.044009057625480824,-1.3650015155513089,1.3629328929083435,9,67,12,2,-0.17342260452631086,801,57,0.2049319954515963,-0.49338236603509045,-0.39120905762548086,-0.48041009189073763,-0.49338236603509045
pair_QQQ_SPY__r20__zw126__z1.5__corr0.7__stop4,pair_QQQ_SPY,20,126,1.5,0.7,0.04,-0.12070239299103233,0.12351900555904845,21,28,39,4,-0.007234580421045576,321,3,0.1278166338415176,-0.036412231762596586,-0.043775125001390705,-0.04051503622704506,-0.043775125001390705,-0.6343023929910323,0.6343023929910321,6,43,39,0,-0.07763458042104558,321,3,0.23875731495573804,-0.2012122317625966,-0.17497512500139067,-0.25811503622704507,-0.25811503622704507
pair_SMH_XLK__r20__zw126__z1.5__corr0.7__stop4,pair_SMH_XLK,20,126,1.5,0.7,0.04,0.03367884949623838,0.04129093991503058,29,20,39,5,0.01495452148534664,288,8,0.12291381621904474,0.011172211199250184,0.023797522607336342,-0.0012908843103481213,-0.0012908843103481213,-0.42712115050376165,0.4342388243151786,13,36,39,3,-0.06184547851465336,288,8,0.1754199624384033,-0.14082778880074984,-0.08820247739266365,-0.19809088431034813,-0.19809088431034813
pair_IWM_SPY__r20__zw126__z1.5__corr0.7__stop4,pair_IWM_SPY,20,126,1.5,0.7,0.04,-0.2847256859105317,0.31726298294961497,19,25,44,5,0.010595479708935008,252,7,0.19083866974424904,-0.21797200027672076,-0.07120360096911617,0.004449915335305238,-0.21797200027672076,-0.6879256859105317,0.6920205992801868,3,41,44,1,-0.05500452029106499,252,7,0.30516918286787287,-0.4067720002767208,-0.19440360096911619,-0.08675008466469476,-0.4067720002767208
pair_XLY_XLP__r20__zw126__z1.5__corr0.7__stop4,pair_XLY_XLP,20,126,1.5,0.7,0.04,-0.12050955824922238,0.12232442053111259,3,6,79,0,0.0,55,6,0.6371035893763968,-0.08581909498817841,-0.03469046326104397,0.0,-0.08581909498817841,-0.2085095582492224,0.20850955824922246,0,9,79,0,0.0,55,6,0.7281769822777392,-0.16581909498817843,-0.04269046326104396,0.0,-0.16581909498817843
pair_XLE_USO__r20__zw126__z1.5__corr0.7__stop4,pair_XLE_USO,20,126,1.5,0.7,0.04,0.07909020663713624,0.05331974095645298,12,6,70,3,-0.0023718438804125608,64,6,0.49651426067415855,0.05438867342708291,0.027073377090465887,-0.002371843880412559,-0.002371843880412559,-0.023309793362863783,0.06611974095645301,9,9,70,2,-0.01997184388041256,64,6,0.5679016159191352,0.019188673427082893,-0.02252662290953411,-0.019971843880412565,-0.02252662290953411
pair_TLT_SHY__r20__zw126__z1.5__corr0.7__stop4,pair_TLT_SHY,20,126,1.5,0.7,0.04,0.09906187430145118,0.03158895089907434,6,6,76,0,0.0,76,0,0.5802062980922269,0.08628916524779096,-0.00449725025742429,0.017269959311084503,-0.00449725025742429,-0.022538125698548836,0.08024368081959285,3,9,76,0,0.0,76,0,0.7309706307006905,0.01588916524779095,-0.0076972502574242894,-0.0307300406889155,-0.0307300406889155
equal_active_pairs__r20__zw126__z1.5__corr0.7__stop4,equal_active_pairs,20,126,1.5,0.7,0.04,-0.24889050577164173,0.28155100122682564,29,47,12,6,0.009309213765419311,1056,30,0.07271772831967087,-0.14415439297620705,-0.08282827037393466,-0.021907842421500005,-0.14415439297620705,-1.5304905057716418,1.5274839849070412,9,67,12,2,-0.18269078623458068,1056,30,0.121086995062235,-0.6209543929762071,-0.43002827037393476,-0.4795078424215,-0.6209543929762071
largest_dislocation_pair__r20__zw126__z1.5__corr0.7__stop4,largest_dislocation_pair,20,126,1.5,0.7,0.04,-0.17942396568147662,0.21631432212492038,33,43,12,7,0.0006128488880153445,801,11,0.12906997813547127,-0.06924956386045253,-0.07879219700953224,-0.031382204811491815,-0.07879219700953224,-1.461023965681477,1.4584111419705463,8,68,12,2,-0.19138715111198462,801,11,0.20213120943846144,-0.5460495638604526,-0.4259921970095323,-0.48898220481149185,-0.5460495638604526
