variant_id,expression,lookback,z_window,entry_z,min_corr,short_stop,cost2_net_simple_return,cost2_maximum_drawdown,cost2_positive_months,cost2_negative_months,cost2_inactive_months,cost2_recent12_positive_months,cost2_recent12_net,cost2_active_pair_days,cost2_short_stop_hits,cost2_top5_positive_day_share,cost2_2019_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_positive_months,cost10_negative_months,cost10_inactive_months,cost10_recent12_positive_months,cost10_recent12_net,cost10_active_pair_days,cost10_short_stop_hits,cost10_top5_positive_day_share,cost10_2019_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
pair_IWM_SPY__r1__zw126__z1.5__corr0.7__stop2,pair_IWM_SPY,1,126,1.5,0.7,0.02,-0.18852815411307575,0.1975946535505112,29,40,19,4,-0.015618510881403605,202,19,0.2248132347234521,-0.12590026505513013,-0.03925143836492741,-0.023376450693018257,-0.12590026505513013,-0.5117281541130758,0.5136672926936942,14,55,19,3,-0.0636185108814036,202,19,0.3297094927925591,-0.25390026505513014,-0.1448514383649274,-0.11297645069301826,-0.25390026505513014
pair_XLY_XLP__r1__zw126__z1.5__corr0.7__stop2,pair_XLY_XLP,1,126,1.5,0.7,0.02,-0.1315031736534955,0.1315031736534955,5,4,79,0,0.0,32,13,0.7217284638806519,-0.11975758340424873,-0.01174559024924677,0.0,-0.11975758340424873,-0.18270317365349553,0.18270317365349564,3,6,79,0,0.0,32,13,0.817140462560211,-0.16935758340424875,-0.01334559024924677,0.0,-0.16935758340424875
pair_XLE_USO__r1__zw126__z1.5__corr0.7__stop2,pair_XLE_USO,1,126,1.5,0.7,0.02,0.1732098820123183,0.06416261923986288,10,9,69,2,-0.0009322408563522963,53,12,0.5043432128511506,0.13279386781526614,0.041348255053404455,-0.000932240856352292,-0.000932240856352292,0.08840988201231825,0.07216261923986289,9,10,69,2,-0.021732240856352295,53,12,0.5441836111720024,0.1055938678152661,0.004548255053404452,-0.021732240856352295,-0.021732240856352295
pair_TLT_SHY__r1__zw126__z1.5__corr0.7__stop2,pair_TLT_SHY,1,126,1.5,0.7,0.02,-0.05841119999351828,0.08386025702362901,4,13,71,0,0.0,64,3,0.6969576504759986,-0.029239218672762766,0.0025482366164191863,-0.031720217937174715,-0.031720217937174715,-0.1608111999935183,0.16081119999351834,2,15,71,0,0.0,64,3,0.8601284916208654,-0.09803921867276277,0.0009482366164191864,-0.06372021793717472,-0.09803921867276277
equal_active_pairs__r1__zw126__z1.5__corr0.7__stop2,equal_active_pairs,1,126,1.5,0.7,0.02,-0.1306463253069397,0.14366257961765877,32,50,6,5,-0.00460757437465301,801,98,0.09434555954895002,-0.06920274988500069,-0.0030878805502676937,-0.058355694871671304,-0.06920274988500069,-1.0538463253069397,1.0549098410725657,10,72,6,1,-0.15660757437465297,801,98,0.14099107929689716,-0.4068027498850007,-0.2670878805502677,-0.3799556948716713,-0.4068027498850007
largest_dislocation_pair__r1__zw126__z1.5__corr0.7__stop2,largest_dislocation_pair,1,126,1.5,0.7,0.02,-0.10918531657281988,0.14314595529254168,39,43,6,5,-0.011542085962035072,577,56,0.1513403686696893,-0.04787245463066993,-0.0009864415189491105,-0.06032642042320081,-0.06032642042320081,-1.03238531657282,1.0327626929908171,10,72,6,1,-0.16354208596203507,577,56,0.22360696112500236,-0.38547245463067004,-0.2649864415189491,-0.38192642042320085,-0.38547245463067004
pair_QQQ_SPY__r1__zw126__z1.5__corr0.7__stop4,pair_QQQ_SPY,1,126,1.5,0.7,0.04,-0.09798395489630056,0.09885018375587284,30,41,17,2,-0.022702124090632048,217,6,0.18947042092700436,-0.03586509320982059,-0.021424995945503997,-0.04069386574097597,-0.04069386574097597,-0.4451839548963005,0.4451839548963008,9,62,17,0,-0.07710212409063205,217,6,0.35771128080453546,-0.1590650932098206,-0.117424995945504,-0.168693865740976,-0.168693865740976
pair_SMH_XLK__r1__zw126__z1.5__corr0.7__stop4,pair_SMH_XLK,1,126,1.5,0.7,0.04,-0.0017294107522928745,0.07243718296002864,35,37,16,7,0.027679092966571093,233,5,0.14687758415392763,-0.03573732963577644,-0.011448339094009326,0.0454562579774929,-0.03573732963577644,-0.37452941075229285,0.3794569626423626,16,56,16,4,-0.039520907033428906,233,5,0.20632113096961938,-0.17493732963577646,-0.11384833909400935,-0.0857437420225071,-0.17493732963577646
pair_IWM_SPY__r1__zw126__z1.5__corr0.7__stop4,pair_IWM_SPY,1,126,1.5,0.7,0.04,-0.20440803396658003,0.21341326230548266,28,41,19,4,-0.019193491190652105,202,4,0.2517134630600744,-0.13480045856133266,-0.03265614440298062,-0.03695143100226676,-0.13480045856133266,-0.5276080339665801,0.5295111538150621,13,56,19,3,-0.06719349119065211,202,4,0.3705260365221319,-0.2628004585613327,-0.13825614440298062,-0.12655143100226676,-0.2628004585613327
pair_XLY_XLP__r1__zw126__z1.5__corr0.7__stop4,pair_XLY_XLP,1,126,1.5,0.7,0.04,-0.12678223711507067,0.12678223711507064,4,5,79,0,0.0,32,4,0.7169781116028671,-0.11436901281386144,-0.012413224301209213,0.0,-0.11436901281386144,-0.17798223711507064,0.17798223711507066,3,6,79,0,0.0,32,4,0.817140462560211,-0.16396901281386142,-0.014013224301209213,0.0,-0.16396901281386142
pair_XLE_USO__r1__zw126__z1.5__corr0.7__stop4,pair_XLE_USO,1,126,1.5,0.7,0.04,0.1944744975249619,0.03440941605017897,11,8,69,2,-0.014913928754441448,53,6,0.5021405099529143,0.16700148331501835,0.042386942964384985,-0.014913928754441447,-0.014913928754441447,0.10967449752496182,0.05121168543020283,10,9,69,2,-0.035713928754441446,53,6,0.544552916966354,0.1398014833150183,0.005586942964384983,-0.035713928754441446,-0.035713928754441446
pair_TLT_SHY__r1__zw126__z1.5__corr0.7__stop4,pair_TLT_SHY,1,126,1.5,0.7,0.04,-0.07305196365801553,0.098105313316225,4,13,71,0,0.0,64,1,0.6969576504759986,-0.04387998233726001,0.0025482366164191863,-0.031720217937174715,-0.04387998233726001,-0.17545196365801555,0.17545196365801563,2,15,71,0,0.0,64,1,0.8601284916208654,-0.11267998233726001,0.0009482366164191864,-0.06372021793717472,-0.11267998233726001
equal_active_pairs__r1__zw126__z1.5__corr0.7__stop4,equal_active_pairs,1,126,1.5,0.7,0.04,-0.14884912535111294,0.15578250633822813,32,50,6,4,-0.02038032778326514,801,26,0.0992413708862202,-0.06664802297508744,-0.00916030989583546,-0.07304079248019003,-0.07304079248019003,-1.0720491253511129,1.0731126411167387,8,74,6,1,-0.17238032778326517,801,26,0.1532116719554528,-0.40424802297508744,-0.2731603098958355,-0.39464079248019,-0.40424802297508744
largest_dislocation_pair__r1__zw126__z1.5__corr0.7__stop4,largest_dislocation_pair,1,126,1.5,0.7,0.04,-0.14138610786468447,0.15483399201840975,35,47,6,4,-0.01898917810612419,577,11,0.16169156376342864,-0.06676999392050804,-0.013123343769158656,-0.061492770175017746,-0.06676999392050804,-1.0645861078646845,1.0649634842826816,9,73,6,1,-0.17098917810612418,577,11,0.24326518432814914,-0.4043699939205081,-0.2771233437691587,-0.38309277017501775,-0.4043699939205081
pair_QQQ_SPY__r5__zw63__z1__corr0.5__stop2,pair_QQQ_SPY,5,63,1.0,0.5,0.02,-0.2519500502622238,0.2552937104690855,22,59,7,2,-0.03232461465221473,577,36,0.14299444185867208,-0.062337463985267495,-0.08083973240160572,-0.10877285387535057,-0.10877285387535057,-1.1751500502622239,1.1750733621784057,4,77,7,0,-0.14752461465221473,577,36,0.28825699233875657,-0.3967374639852675,-0.34803973240160574,-0.43037285387535057,-0.43037285387535057
pair_SMH_XLK__r5__zw63__z1__corr0.5__stop2,pair_SMH_XLK,5,63,1.0,0.5,0.02,-0.15576437225590997,0.19374825298165757,40,43,5,6,-0.013582072753134371,568,76,0.11156433286582347,-0.13953976627226072,0.02515499909359465,-0.04137960507724389,-0.13953976627226072,-1.06456437225591,1.0629935175058667,14,69,5,1,-0.15438207275313437,568,76,0.16105591470701042,-0.48353976627226075,-0.22444500090640535,-0.3565796050772439,-0.48353976627226075
pair_IWM_SPY__r5__zw63__z1__corr0.5__stop2,pair_IWM_SPY,5,63,1.0,0.5,0.02,-0.17441913963715,0.21939322042605802,42,38,8,9,0.009330542438676558,555,38,0.08135107639374799,-0.11255229667084694,-0.042014051123941624,-0.019852791842361432,-0.11255229667084694,-1.06241913963715,1.0697990411247793,10,70,8,2,-0.12346945756132344,555,38,0.13151496599439347,-0.466152296670847,-0.2820140511239416,-0.31425279184236143,-0.466152296670847
pair_XLY_XLP__r5__zw63__z1__corr0.5__stop2,pair_XLY_XLP,5,63,1.0,0.5,0.02,-0.05095390207027373,0.09512620516558982,16,18,54,0,0.0,230,21,0.1693494994953741,0.028182695372169272,-0.07913659744244299,0.0,-0.07913659744244299,-0.4189539020702737,0.42930782374037035,6,28,54,0,0.0,230,21,0.22611734615705373,-0.22141730462783074,-0.197536597442443,0.0,-0.22141730462783074
pair_XLE_USO__r5__zw63__z1__corr0.5__stop2,pair_XLE_USO,5,63,1.0,0.5,0.02,-0.05724920681972549,0.26743149661294213,41,39,8,3,-0.06536299048286397,536,73,0.12506402419535834,0.07630326904605103,0.006041339218125837,-0.13959381508390237,-0.13959381508390237,-0.9148492068197256,0.9257046133196475,23,57,8,2,-0.19336299048286393,536,73,0.15376271947799405,-0.23249673095394907,-0.24355866078187416,-0.43879381508390236,-0.43879381508390236
pair_TLT_SHY__r5__zw63__z1__corr0.5__stop2,pair_TLT_SHY,5,63,1.0,0.5,0.02,-0.04089444363050489,0.06982459595090593,30,41,17,3,-0.026163432460159345,474,3,0.1529780064761859,0.010322717756921663,-0.005596034302652077,-0.0456211270847745,-0.0456211270847745,-0.799294443630505,0.7992997345571784,11,60,17,0,-0.11896343246015935,474,3,0.24671010708616403,-0.17847728224307835,-0.29359603430265213,-0.3272211270847745,-0.3272211270847745
equal_active_pairs__r5__zw63__z1__corr0.5__stop2,equal_active_pairs,5,63,1.0,0.5,0.02,-0.4575973829975623,0.5054637662418003,31,53,4,4,-0.082407324311875,2940,247,0.05558919664463127,-0.20167757084286975,-0.10988348993351459,-0.146036322221178,-0.20167757084286975,-2.743997382997563,2.7414460494510458,3,81,4,0,-0.42320732431187497,2940,247,0.09149845942302182,-1.04807757084287,-0.7786834899335147,-0.9172363222211781,-1.04807757084287
largest_dislocation_pair__r5__zw63__z1__corr0.5__stop2,largest_dislocation_pair,5,63,1.0,0.5,0.02,-0.29636697113123,0.367117172673562,40,44,4,5,-0.10825877558981988,1429,114,0.0652317176075537,-0.13367771456626415,-0.0556032017834104,-0.10708605478155547,-0.13367771456626415,-2.5827669711312304,2.582213196933657,5,79,4,0,-0.4490587755898199,1429,114,0.09743117761294905,-0.9800777145662642,-0.7244032017834106,-0.8782860547815555,-0.9800777145662642
pair_QQQ_SPY__r5__zw63__z1__corr0.5__stop4,pair_QQQ_SPY,5,63,1.0,0.5,0.04,-0.27042983614015,0.27369089474441444,25,56,7,2,-0.0334633983620889,577,6,0.10816779763835561,-0.0675952721412465,-0.09525163292328993,-0.10758293107561354,-0.10758293107561354,-1.19362983614015,1.1935450568261774,3,78,7,0,-0.14866339836208892,577,6,0.22954837945931675,-0.40199527214124653,-0.36245163292328997,-0.4291829310756135,-0.4291829310756135
pair_SMH_XLK__r5__zw63__z1__corr0.5__stop4,pair_SMH_XLK,5,63,1.0,0.5,0.04,-0.18427514459919833,0.2180526983484319,40,43,5,7,-0.012866352048029765,568,12,0.08220665521762194,-0.15769841288958436,0.00035708364135652107,-0.026933815350970496,-0.15769841288958436,-1.0930751445991984,1.090996130353807,12,71,5,1,-0.15366635204802978,568,12,0.12029420902724766,-0.5016984128895843,-0.24924291635864348,-0.3421338153509705,-0.5016984128895843
pair_IWM_SPY__r5__zw63__z1__corr0.5__stop4,pair_IWM_SPY,5,63,1.0,0.5,0.04,-0.18493302808117756,0.23909215324040414,42,38,8,9,0.013124894269855861,555,6,0.08948106544658657,-0.1634904926692532,-0.01895385390131855,-0.002488681510605835,-0.1634904926692532,-1.0729330280811777,1.080312929568806,10,70,8,2,-0.11967510573014414,555,6,0.1473971399285106,-0.5170904926692532,-0.25895385390131853,-0.2968886815106059,-0.5170904926692532
pair_XLY_XLP__r5__zw63__z1__corr0.5__stop4,pair_XLY_XLP,5,63,1.0,0.5,0.04,-0.08665805334247517,0.12546706701373525,17,17,54,0,0.0,230,6,0.16819959005210477,-0.021767266803517052,-0.06489078653895812,0.0,-0.06489078653895812,-0.4546580533424752,0.46469934830518683,6,28,54,0,0.0,230,6,0.22523276870450573,-0.271367266803517,-0.18329078653895814,0.0,-0.271367266803517
pair_XLE_USO__r5__zw63__z1__corr0.5__stop4,pair_XLE_USO,5,63,1.0,0.5,0.04,-0.005656104617434432,0.22262346347809137,43,37,8,6,0.004068333650691971,536,14,0.1245014042623569,0.0281784179947284,0.03414169079702356,-0.06797621340918632,-0.06797621340918632,-0.8632561046174345,0.9068214389161537,24,56,8,2,-0.12393166634930804,536,14,0.15265395303676796,-0.28062158200527176,-0.21545830920297648,-0.3671762134091863,-0.3671762134091863
pair_TLT_SHY__r5__zw63__z1__corr0.5__stop4,pair_TLT_SHY,5,63,1.0,0.5,0.04,-0.039525054166209383,0.0704204164025835,30,41,17,3,-0.026163432460159345,474,0,0.1529780064761859,0.012380792654522594,-0.006284719735957505,-0.0456211270847745,-0.0456211270847745,-0.7979250541662095,0.7979303811922286,11,60,17,0,-0.11896343246015935,474,0,0.24671010708616403,-0.17641920734547745,-0.2942847197359575,-0.3272211270847745,-0.3272211270847745
equal_active_pairs__r5__zw63__z1__corr0.5__stop4,equal_active_pairs,5,63,1.0,0.5,0.04,-0.43152748832654714,0.4570855285341872,30,54,4,4,-0.047062757662303396,2940,44,0.05183410712215531,-0.226262251117352,-0.10765414104803883,-0.09761109616115625,-0.226262251117352,-2.7179274883265476,2.715414293023511,3,81,4,0,-0.3878627576623034,2940,44,0.08597549376546203,-1.0726622511173523,-0.776454141048039,-0.8688110961611564,-1.0726622511173523
largest_dislocation_pair__r5__zw63__z1__corr0.5__stop4,largest_dislocation_pair,5,63,1.0,0.5,0.04,-0.2709408410535197,0.3627420263039805,41,43,4,6,-0.03922319957853765,1429,16,0.07784464341747734,-0.1535573763769982,-0.07702143785104965,-0.04036202682547182,-0.1535573763769982,-2.55734084105352,2.567556352609084,4,80,4,0,-0.3800231995785376,1429,16,0.11656483855214252,-0.9999573763769984,-0.7458214378510497,-0.8115620268254717,-0.9999573763769984
pair_QQQ_SPY__r5__zw63__z1__corr0.7__stop2,pair_QQQ_SPY,5,63,1.0,0.7,0.02,-0.2519500502622238,0.2552937104690855,22,59,7,2,-0.03232461465221473,577,36,0.14299444185867208,-0.062337463985267495,-0.08083973240160572,-0.10877285387535057,-0.10877285387535057,-1.1751500502622239,1.1750733621784057,4,77,7,0,-0.14752461465221473,577,36,0.28825699233875657,-0.3967374639852675,-0.34803973240160574,-0.43037285387535057,-0.43037285387535057
pair_SMH_XLK__r5__zw63__z1__corr0.7__stop2,pair_SMH_XLK,5,63,1.0,0.7,0.02,-0.15576437225590997,0.19374825298165757,40,43,5,6,-0.013582072753134371,568,76,0.11156433286582347,-0.13953976627226072,0.02515499909359465,-0.04137960507724389,-0.13953976627226072,-1.06456437225591,1.0629935175058667,14,69,5,1,-0.15438207275313437,568,76,0.16105591470701042,-0.48353976627226075,-0.22444500090640535,-0.3565796050772439,-0.48353976627226075
pair_IWM_SPY__r5__zw63__z1__corr0.7__stop2,pair_IWM_SPY,5,63,1.0,0.7,0.02,-0.1361251991796028,0.19780475220109384,43,36,9,9,0.009330542438676558,534,35,0.08271190362775713,-0.09926284494172315,-0.042014051123941624,0.005151696886061943,-0.09926284494172315,-0.9905251991796028,0.997905100667233,10,69,9,2,-0.12346945756132344,534,35,0.13307117297907306,-0.44166284494172314,-0.2820140511239416,-0.26684830311393803,-0.44166284494172314
pair_XLY_XLP__r5__zw63__z1__corr0.7__stop2,pair_XLY_XLP,5,63,1.0,0.7,0.02,-0.03676197417399544,0.0625050057210026,8,6,74,0,0.0,78,14,0.41575202130126443,-0.007324871683349804,-0.02943710249064564,0.0,-0.02943710249064564,-0.16156197417399545,0.16156197417399554,1,13,74,0,0.0,78,14,0.49553758284590876,-0.12572487168334984,-0.035837102490645645,0.0,-0.12572487168334984
pair_XLE_USO__r5__zw63__z1__corr0.7__stop2,pair_XLE_USO,5,63,1.0,0.7,0.02,0.17978983803280163,0.04756851498250542,12,11,65,2,0.009690535079069543,129,15,0.3612062165867356,0.1599196162109272,0.010179686742804882,0.009690535079069543,0.009690535079069543,-0.026610161967198398,0.17998975354284785,7,16,65,1,-0.039909464920930456,129,15,0.4133779198243152,0.11351961621092717,-0.10022031325719513,-0.039909464920930456,-0.10022031325719513
pair_TLT_SHY__r5__zw63__z1__corr0.7__stop2,pair_TLT_SHY,5,63,1.0,0.7,0.02,-0.03767061420664838,0.06326688451729906,6,14,68,0,0.0,126,1,0.49881839028835634,-0.005058179518441928,0.0,-0.03261243468820645,-0.03261243468820645,-0.23927061420664839,0.2392906682772629,2,18,68,0,0.0,126,1,0.6898651870323188,-0.12825817951844196,0.0,-0.11101243468820646,-0.12825817951844196
equal_active_pairs__r5__zw63__z1__corr0.7__stop2,equal_active_pairs,5,63,1.0,0.7,0.02,-0.32423724969689816,0.3512883825283966,29,55,4,7,-0.022309456924579665,2012,177,0.07182747531025153,-0.15441275406318458,-0.0704671277365328,-0.09935736789718072,-0.15441275406318458,-2.314637249696898,2.314602593709177,4,80,4,0,-0.30710945692457964,2012,177,0.12115192637698724,-0.9128127540631849,-0.6256671277365328,-0.7761573678971807,-0.9128127540631849
largest_dislocation_pair__r5__zw63__z1__corr0.7__stop2,largest_dislocation_pair,5,63,1.0,0.7,0.02,-0.14730375028248094,0.24092766849254918,35,49,4,8,-0.0031572536238717924,1244,92,0.0816678456025289,-0.03472487732212966,-0.06546116443686437,-0.04711770852348691,-0.06546116443686437,-2.137703750282481,2.1396269450672345,6,78,4,0,-0.28795725362387176,1244,92,0.12849797279503722,-0.7931248773221298,-0.6206611644368645,-0.7239177085234869,-0.7931248773221298
pair_QQQ_SPY__r5__zw63__z1__corr0.7__stop4,pair_QQQ_SPY,5,63,1.0,0.7,0.04,-0.27042983614015,0.27369089474441444,25,56,7,2,-0.0334633983620889,577,6,0.10816779763835561,-0.0675952721412465,-0.09525163292328993,-0.10758293107561354,-0.10758293107561354,-1.19362983614015,1.1935450568261774,3,78,7,0,-0.14866339836208892,577,6,0.22954837945931675,-0.40199527214124653,-0.36245163292328997,-0.4291829310756135,-0.4291829310756135
pair_SMH_XLK__r5__zw63__z1__corr0.7__stop4,pair_SMH_XLK,5,63,1.0,0.7,0.04,-0.18427514459919833,0.2180526983484319,40,43,5,7,-0.012866352048029765,568,12,0.08220665521762194,-0.15769841288958436,0.00035708364135652107,-0.026933815350970496,-0.15769841288958436,-1.0930751445991984,1.090996130353807,12,71,5,1,-0.15366635204802978,568,12,0.12029420902724766,-0.5016984128895843,-0.24924291635864348,-0.3421338153509705,-0.5016984128895843
pair_IWM_SPY__r5__zw63__z1__corr0.7__stop4,pair_IWM_SPY,5,63,1.0,0.7,0.04,-0.15650034521196332,0.22616594107157487,42,37,9,9,0.013124894269855861,534,6,0.0915884648494852,-0.1502010409401294,-0.01895385390131855,0.01265454962948459,-0.1502010409401294,-1.0109003452119634,1.0182802466995933,10,69,9,2,-0.11967510573014414,534,6,0.1503881139383685,-0.4926010409401294,-0.25895385390131853,-0.25934545037051543,-0.4926010409401294
pair_XLY_XLP__r5__zw63__z1__corr0.7__stop4,pair_XLY_XLP,5,63,1.0,0.7,0.04,-0.07199466316970832,0.11048344343103178,8,6,74,0,0.0,78,5,0.4030493915354446,-0.047274833859036136,-0.02471982931067219,0.0,-0.047274833859036136,-0.19679466316970834,0.1967946631697084,1,13,74,0,0.0,78,5,0.48203495576357447,-0.16567483385903614,-0.03111982931067219,0.0,-0.16567483385903614
pair_XLE_USO__r5__zw63__z1__corr0.7__stop4,pair_XLE_USO,5,63,1.0,0.7,0.04,0.12286489801534015,0.05721098990845101,12,11,65,2,0.0003018766812655834,129,7,0.34514160649985726,0.10066430361819946,0.021898717715875107,0.00030187668126558254,0.00030187668126558254,-0.08353510198465988,0.18492990946453236,8,15,65,1,-0.04929812331873441,129,7,0.39652409332273597,0.05426430361819942,-0.0885012822841249,-0.04929812331873441,-0.0885012822841249
pair_TLT_SHY__r5__zw63__z1__corr0.7__stop4,pair_TLT_SHY,5,63,1.0,0.7,0.04,-0.03561253930904745,0.06314039323827189,6,14,68,0,0.0,126,0,0.49881839028835634,-0.0030001046208410105,0.0,-0.03261243468820645,-0.03261243468820645,-0.23721253930904748,0.23723264763388183,2,18,68,0,0.0,126,0,0.6898651870323188,-0.12620010462084102,0.0,-0.11101243468820646,-0.12620010462084102
equal_active_pairs__r5__zw63__z1__corr0.7__stop4,equal_active_pairs,5,63,1.0,0.7,0.04,-0.3498130192539364,0.37232763626032556,32,52,4,7,-0.021537292472652726,2012,36,0.06205693336745687,-0.1848756668756567,-0.07575861538739657,-0.08917873699088302,-0.1848756668756567,-2.3402130192539365,2.340177689047103,3,81,4,0,-0.30633729247265273,2012,36,0.10660209382338115,-0.9432756668756568,-0.6309586153873966,-0.765978736990883,-0.9432756668756568
largest_dislocation_pair__r5__zw63__z1__corr0.7__stop4,largest_dislocation_pair,5,63,1.0,0.7,0.04,-0.21505493268917814,0.26089976968878253,34,50,4,7,-0.013133241626684368,1244,11,0.08271577542486243,-0.07964139996259685,-0.08765579570522133,-0.047757737021359936,-0.08765579570522133,-2.2054549326891784,2.207252479994562,6,78,4,0,-0.29793324162668433,1244,11,0.1330489629015586,-0.838041399962597,-0.6428557957052214,-0.7245577370213601,-0.838041399962597
pair_QQQ_SPY__r5__zw63__z1.5__corr0.5__stop2,pair_QQQ_SPY,5,63,1.5,0.5,0.02,-0.1003047632751064,0.10939223474075366,33,37,18,5,-0.010915781366331067,258,23,0.16555929510452344,-0.005623819302160264,-0.05037685983422598,-0.044304084138720154,-0.05037685983422598,-0.5131047632751065,0.5133179465580469,7,63,18,0,-0.06851578136633107,258,23,0.3097845846236636,-0.15602381930216025,-0.165576859834226,-0.19150408413872017,-0.19150408413872017
pair_SMH_XLK__r5__zw63__z1.5__corr0.5__stop2,pair_SMH_XLK,5,63,1.5,0.5,0.02,0.05206182372038441,0.043908042439827995,35,31,22,6,0.010105134108746795,246,37,0.20364363025461185,0.00427225329649019,0.03222822495909165,0.015561345464802569,0.00427225329649019,-0.3415381762796156,0.36161299062108493,15,51,22,1,-0.053894865891253196,246,37,0.28019189298534336,-0.13492774670350982,-0.08617177504090835,-0.12043865453519742,-0.13492774670350982
pair_IWM_SPY__r5__zw63__z1.5__corr0.5__stop2,pair_IWM_SPY,5,63,1.5,0.5,0.02,-0.11482286960992746,0.15122992667661547,35,25,28,5,-0.01820345291761558,253,25,0.15714598645650885,-0.07419237934259794,-0.03277550301323569,-0.00785498725409384,-0.07419237934259794,-0.5196228696099274,0.5216404792371037,12,48,28,1,-0.07900345291761558,253,25,0.23973173552260946,-0.23259237934259797,-0.15437550301323566,-0.13265498725409383,-0.23259237934259797
pair_XLY_XLP__r5__zw63__z1.5__corr0.5__stop2,pair_XLY_XLP,5,63,1.5,0.5,0.02,0.05004396471373455,0.04438417188429069,13,9,66,0,0.0,100,12,0.30314724625492484,0.07366808965615686,-0.0236241249424223,0.0,-0.0236241249424223,-0.10995603528626548,0.11779181950154717,6,16,66,0,0.0,100,12,0.36663214729442206,-0.03673191034384315,-0.07322412494242231,0.0,-0.07322412494242231
pair_XLE_USO__r5__zw63__z1.5__corr0.5__stop2,pair_XLE_USO,5,63,1.5,0.5,0.02,0.04716750903617378,0.19003871618228727,42,26,20,7,-0.00749788168926839,258,36,0.17497438855427658,-0.0060132659422726525,0.07059458397091262,-0.017413808992466175,-0.017413808992466175,-0.3656324909638262,0.3980201558792872,28,40,20,2,-0.0826978816892684,258,36,0.20687498546757407,-0.1660132659422727,-0.028605416029087387,-0.17101380899246618,-0.17101380899246618
pair_TLT_SHY__r5__zw63__z1.5__corr0.5__stop2,pair_TLT_SHY,5,63,1.5,0.5,0.02,-0.04299290513401833,0.07798389964896559,26,31,31,1,-0.018115653920502427,206,1,0.2712545745371664,-0.0406672451126503,-0.005262966104000023,0.0029373060826319883,-0.0406672451126503,-0.3725929051340183,0.372609444611025,10,47,31,0,-0.054915653920502426,206,1,0.3902327483441181,-0.1462672451126503,-0.12046296610400002,-0.10586269391736802,-0.1462672451126503
equal_active_pairs__r5__zw63__z1.5__corr0.5__stop2,equal_active_pairs,5,63,1.5,0.5,0.02,-0.04314297752137485,0.23261099104963232,46,38,4,7,-0.013342829992595659,1321,134,0.07698327162626639,-0.11614611522489765,0.05454742424476261,0.018455713458760157,-0.11614611522489765,-1.459142977521375,1.4584712867879863,9,75,4,0,-0.24534282999259566,1321,134,0.11260487150876952,-0.6313461152248977,-0.3630525757552374,-0.46474428654123984,-0.6313461152248977
largest_dislocation_pair__r5__zw63__z1.5__corr0.5__stop2,largest_dislocation_pair,5,63,1.5,0.5,0.02,-0.10297151483759925,0.20919753514538733,47,37,4,7,-0.044060834239650334,885,80,0.09421212954595987,-0.12877529009486174,0.04973494062784754,-0.023931165370585015,-0.12877529009486174,-1.5189715148375993,1.5174689042400837,10,74,4,0,-0.27606083423965033,885,80,0.13549217532310037,-0.6439752900948619,-0.36786505937215247,-0.507131165370585,-0.6439752900948619
pair_QQQ_SPY__r5__zw63__z1.5__corr0.5__stop4,pair_QQQ_SPY,5,63,1.5,0.5,0.04,-0.10885168234769083,0.12100391164425055,34,36,18,5,-0.010915781366331067,258,4,0.1610988663393453,-0.015072833625198484,-0.05008423408770825,-0.043694614634784086,-0.05008423408770825,-0.5216516823476909,0.5218611234287582,7,63,18,0,-0.06851578136633107,258,4,0.3056362761605976,-0.1654728336251985,-0.16528423408770823,-0.19089461463478408,-0.19089461463478408
pair_SMH_XLK__r5__zw63__z1.5__corr0.5__stop4,pair_SMH_XLK,5,63,1.5,0.5,0.04,-0.05069612161059079,0.08573718653289691,29,37,22,5,0.00458295818952843,246,9,0.16342994541049694,-0.03503883856082213,-0.017462607637248294,0.0018053245874796332,-0.03503883856082213,-0.4442961216105908,0.46003826974991213,15,51,22,1,-0.059417041810471576,246,9,0.23013176534524757,-0.17423883856082212,-0.13586260763724828,-0.1341946754125204,-0.17423883856082212
pair_IWM_SPY__r5__zw63__z1.5__corr0.5__stop4,pair_IWM_SPY,5,63,1.5,0.5,0.04,-0.13063582633664997,0.17289720562689884,34,26,28,5,-0.01574540190127445,253,6,0.17148343977558625,-0.1175783920359457,-0.01009329565359565,-0.0029641386471085914,-0.1175783920359457,-0.53543582633665,0.5373870207002601,12,48,28,1,-0.07654540190127446,253,6,0.2673693149617019,-0.27597839203594576,-0.13169329565359564,-0.1277641386471086,-0.27597839203594576
pair_XLY_XLP__r5__zw63__z1.5__corr0.5__stop4,pair_XLY_XLP,5,63,1.5,0.5,0.04,0.03540610146294283,0.06767116993603252,12,10,66,0,0.0,100,3,0.3019566155350457,0.05371812748047055,-0.01831202601752771,0.0,-0.01831202601752771,-0.12459389853705718,0.1323879397222415,6,16,66,0,0.0,100,3,0.3654249350500367,-0.05668187251952947,-0.06791202601752772,0.0,-0.06791202601752772
